word,sentence1,sentence2,label
admirar,Admirou-me principalmente como pessoas de um meio rural acabaram por aceitar embora estranhassem.,"Odeio os japoneses por aquilo que eles fizeram, mas admiro a qualidade dos seus produtos [...].",0
compensar,Saiba se lhe compensa mais comprar um carro a gasolina ou a gasóleo.,Mas ele pode compensar isto com o seu entusiasmo.,0
municiar,"Mais difícil foi municiar o argentino Duffort, que sempre deparou com uma barreira coesa.","Ygal Amir foi ""alimentado e municiado"" por este meio cultural.",1
capturar,Os rebeldes [...] capturaram Bunia [...].,[...] em seis meses capturou 75 por cento do mercado [...].,1
amortizar,Ontem era o dia previsto para que o governo amortizasse uma emissão de dívida pública [...].,"Em 2014 foram amortizados 13.274,24€ referente a este empréstimo.",1
compilar,"Uma cassete produzida pelo próprio, que compilou meia dúzia de gravações [...].",No livro estão compiladas documentação sobre criação de empresas [...].,1
mamar,"Mamámos as duas coisas, em casa.","Exausto, o pequeno peixe-boi fêmea mal consegue mamar no biberão [...].",0
garantir,A Carris garante que se trata apenas de uma suspensão [...].,Uma senhora [...] para lhe garantir que [...] desta vez iria votar na coligação [...].,1
explicar,E assim se explica [...] o triunfo do iate holandês [...].,[...] pedia aos pais que lhe explicassem o que não percebia.,0
possibilitar,Revendem-nos com a margem de lucro que lhes possibilita ter algum dinheiro [...].,O facto de o director-geral [...] se deslocar a Luanda [...] possibilitará contactos [...].,1
industriar,A cena sadiana da mestra a industriar a discípula fez escola [...].,O entrevistador [...] já tinha sido industriado pela classe médica [...].,1
derrubar,[...] milícias muçulmanos que tentaram derrubar uma barricada sérvia [...].,"A ribeira do Farelo transbordou [...] derrubando árvores, muros e postes de alta tensão.",0
ligar,[...] foram ligados entre si instrumentos electrónicos de diferentes marcas [...].,"As traseiras do prédio ""ligam "" com os jardins do Museu Nacional de Arte Antiga.",1
encobrir,"[...] todos os acusados têm que ser investigados, nada pode ser encoberto.","[...] a quantidade de sinais de trânsito [...] e, sobretudo, os que estão [...] encobertos [...].",1
aniquilar,[...] as mãos alemãs não só aniquilaram o povo dos judeus como queimaram a cultura alemã.,[...] a famosa acústica da sala foi aniquilada.,1
especificar,O trabalho que se vai fazer é tentar especificar quais são as suas implicações [...].,Dinis Gonçalves especificou ainda que nesses montantes [...].,1
acarinhar,A actuação dos Gene na segunda-feira à noite [...] foi acarinhada pelo público [...].,"Será que, tal como corre em círculos dados a boatos, o Governo acarinha a ideia de a privatizar?",1
reconhecer,[...] o Vaticano reconhece a Bósnia-Herzegovina como um Estado soberano [...].,[...] se continuarem a recusar reconhecer Jerusalém como capital de um Estado palestiniano.,1
agilizar,O Sistema [...] que o INEM coordena “já demonstrou que está agilizado e operacional”.,É que a estrutura política não se agilizou com a mesma rapidez [...].,1
abordar,Salupeto Pena também abordou problemas referentes à questão racial [...].,O modelo de investigação criminal foi também abordado pelo procurador-geral.,1
tratar,Depois logo trato de o destipificar.,[...] confirmou ter feito questão de ser observado e tratado pelo médico belga Maertens.,0
complementar,Hélder Martins e Olinda Barros [...] complementaram a intervenção de Joaquim Arantes.,A música é ocasionalmente complementada pela participação dos bailarinos [...].,1
opinar,"Só lhe resta a criação das regiões administrativas, opina um dirigente.","Hoje, opina que o Belenenses vive diariamente com os ""pés assentes na terra"".",1
justificar,"As autoridades justificaram as proibições com a necessidade de preservar ""a segurança [...]"".",O facto de a população [...] justifica [...] o elevado número de presenças registado.,0
levar,O rapto e a manutenção do sequestro levaram ao desenvolvimento de uma forte corrente [...].,"Levou as crianças à praia, ao Castelo dos Mouros, a Tróia.",0
enviar,A maioria das cartas são enviadas por crianças [...].,"Dizem-nos que já enviaram o processo todo para Lisboa, e que agora já não depende deles.",0
vincular,[...] José Relvas quis vincular os grandes proprietários à causa de beneficência [...].,Não há nada que vincule o PS a matérias da revisão [...].,1
ordenar,[...] o Ministério Público [...] ordenou a transferência [...].,[...] ordenámos aos dirigentes do Hamas que libertassem estas pessoas [...].,1
marcar,[...] a JSD marcou um comício para a Doca de Alcântara [...].,O dia foi marcado pela inauguração do novo pólo da Academia em Cascais.,1
convencer,[...] criará dificuldades à FIDE para convencer Manchester a acolher uma falsa final [...].,"[...] o que permite convencer os ""miúdos"" de que essas linhas deixaram de servir.",0
impor,"[...] o montante máximo da coima prevista, impõe a Lei das Coimas [...].",Outro factor importante a considerar neste estudo são as diferenças impostas [...].,1
conduzir,[...] o facto de não se ter assistência médica conduz [...] a uma baixa do estado de saúde [...].,"E já conduziu dois portugueses ao degrau mais alto do automobilismo, a Fórmula 1.",0
laminar,"[...] mudou-se para Portugal aos 20 anos, onde laminou pranchas de surf.","São adicionados [...] reforços de tecido de ""kevlar"" [...] e é laminada a camada exterior .",1
montar,"[...] na fábrica é que ""se montava o puzzle"" dos automóveis.","Vendo um cavalo russo, manso e não está montado.",1
reproduzir,A pulga dáfnia (Daphnia magna) tem a característica de se reproduzir sem necessidade de macho.,[...] não ficou adequadamente reproduzida uma das minhas não menos importantes afirmações.,0
versar,As críticas versaram as medalhas que Eanes deu e não deu.,Cuba foi outro assunto versado por Soares [...].,1
avivar,"Adolfo aviva a sua veia poética, já depois da sobremesa [...].",[...] conseguem imaginar o que é que faz com que a fornalha se avive ou abrande.,1
levar,"Um livre de Pacheco, na esquerda, levou a bola até Paneira [...].",À gerência da empresa será levada uma moção [...].,1
resultar,A iniciativa do IPPC resulta de um protocolo [...].,Tal ideia poderá resultar do facto de se ter optado por um figurino [...].,1
acentuar,"Projectos de expansão tem, igualmente, o grupo Pão de Açúcar, como acentua Artur Almeida e Silva.","Primeiramente os olhos são acentuados, seja por sua inclinação, forma, tamanho, cor ou seu brilho.",0
esfregar,[...] os bocados de comida [...] têm que ser esfregados.,"A concertina e o acordeón diatónico, ritmados pelo esfregar de uma faca numa barra de ferro [...]",0
adorar,"Ele foi criado por duas mulheres que ama muito - a mãe e a avó - e adora a sua filha, Christiana.",Adorarás o Senhor teu Deus e só a Ele prestarás culto.,0
encontrar,Fernando Gomes admite ter-se encontrado uma vez com os irmãos Ferreira da Costa [...].,A violência eclodiu quando meia centena de adeptos [...] se encontraram [...].,1
queixar,É facto que o Porto se pode queixar de receber menos investimentos do Estado do que Lisboa.,"Um segundo grande grupo [...], que se queixam do facto de este QCA lhes dar menos dinheiro [...].",1
aproveitar,E aproveitara a oportunidade para criticar duramente as mais recentes declarações [...].,"[...] quem se aproveitou deles foram os outros, não nós.",0
rezar,Sihanouk vai rezar pela paz.,A culpa foi de Margarida Prieto que aconselhou cada um a rezar ao Deus em que acredita.,0
reconduzir,"Artur Basto, que foi reconduzido no cargo [...].",[...] o autor põe um diminutivo para a reconduzir ao grau zero.,0
exacerbar,"Os Estados Unidos estão a exacerbar a importância desta questão, diz Makoto Utsumi.",O cromatismo wagneriano não foi por ele exacerbado nem subvertido.,1
combater,[...] combateu na Frente Sul [...] contra Anastasio Somoza [...].,"[...] a série de discos produzidos pela Red Hot, dedicada [...] ao combate contra a sida.",1
enviesar,Os pressupostos de previsão podem estar a ser enviesados.,"A metodologia está enviesada em favor de um Jesus sábio, diz Paul Achtemeier.",1
insultar,[...] no PS ninguém insulta ninguém [...].,"Quando Clohessy levou as suas lembranças até à diocese, diz ter sido insultado.",1
pronunciar,[...] sabemos que a Junta de Castilla-Leon já se pronunciou contra o desvio [...].,As diversas organizações [...] não se pronunciaram a favor de qualquer candidatura.,1
oferecer,Nem que fosse para lhe oferecer uma máquina fotográfica.,[...] após um almoço que lhe foi oferecido pela direcção [...].,1
credibilizar,Representantes das escolas profissionais querem credibilizar o subsistema.,"[...] o empate da selecção em Inglaterra ""naturalmente credibiliza o treinador"".",1
manifestar,Mas o pintor manifesta algum pessimismo [...].,[...] Chevardnadze o havia chamado para [...] lhe manifestar o seu apoio [...].,1
reforçar,Deixe-me reforçar a ideia de que os trabalhadores anseiam por mudanças [...].,Depois recorda que as que integram o aterro foram reforçadas.,0
explicitar,"A minha proposta foi recusada, explicitou.",Tal condição foi explicitada pelo social-democrata [...].,1
mango,"Viajou com um amigo da mesma idade e trazia ao ombro uma pequena trouxa com uma banana e um mango, para enganar o estômago na viagem.",O kiwi ou o mango frequentemente apodrecem por não terem compradores.,1
espantar,"Se, um destes dias, andar na rua e for alertado pelo repicar de sinos, não se espante.","Talvez seja para espantar os ""corvos"" que pairam sobre os seus atletas.",0
inspirar,Houve várias coisas e pessoas que me inspiraram para a fazer [...].,Era bom também que inspirasse o senhor [...] para que passasse a nomear delegados [...].,1
decorar,[...] o argumento havia sido decorado [...].,[...] qualquer chinês poderá decorar as paredes da sua casa [...].,1
aplaudir,O público francês aplaudiu entusiasticamente Jalabert [...].,"O que o senhor Presidente da República disse, disse muito bem, aplaudiu Marcelo Rebelo de Sousa.",1
reconciliar,"Enquanto os alunos desavindos se tentam reconciliar, a guerra parece longe de terminar.",São as famílias [...] que têm de se reconciliar com os autores destes crimes [...].,1
adensar,"D. Rainha do Rock'n Crawl"" é um disco onde o grupo [...] adensando o som do colectivo [...].",[...] imagens e música de fundo que adensavam a tensão.,1
dobrar,Quantas vezes acha que seria necessário dobrar a folha [...].,A entrevista foi dobrada e o escritor surge a enaltecer as qualidades do artista [...].,1
levar,"O velho professor Jones é levado para uma prisão, numa cidade dos Eua.",À gerência da empresa será levada uma moção [...].,1
bloquear,[...] o gerente conseguiu bloquear a porta de entrada [...].,"[...] os serviços municipais de abastecimento ""ficaram completamente bloqueados [...]"".",0
bateria,Preciso de carregar a bateria do computador.,Ele toca bateria na banda.,0
negar,Havia-se negado sempre a ir à televisão .,Também ficou com má impressão de um comerciante porque lhe negou um copo de água.,0
defender,Nos dois [...] é defendido que as carências [...] foram [...] motivadas pelo aproveitamento [...].,O árbitro [...] teve mesmo de se defender [...] de alguns adeptos do Santos.,0
olhar,[...] as pessoas apinhavam-se para olhar as montras [...].,Para olhar pelas áreas montanhosas criou-se a Associação Europeia dos Eleitos de Montanha.,0
imputar,[...] os custos são frequentemente imputados ao beneficiário [...].,Em nenhum momento destas reuniões proferi a declaração que me é imputada [...].,1
remendar,Ou com um dos velhos pescadores que se sentam a remendar as redes.,A operação foi mal montada e já não vai a tempo de ser remendada de outra forma.,1
cheirar,E na Penha de França cheira cada vez menos a chocolate.,"Abandonados à sua sorte, os meninos mendigam e roubam para cheirar cola.",0
concluir,"Da inspecção [...] foi concluído que ""[...] é invulgar o reduzido número de irregularidades [...]"".","A empresa poderá, agora, concluir parte dos fogos e vender outra parte para construção.",0
instituir,"Da mesma forma, serão instituídos prémios monetários para pilotos amadores estreantes.",[...] já está instituído um grupo de reflexão.,1
agradecer,Israel [...] agradeceu ontem à República Islâmica o seu papel de mediador num acordo [...].,[...] José Hermano Saraiva [...] agradeceu o facto de Lyon de Castro o ter recebido [...].,1
